"SEQ","VOYTERM","DATETIMEACTUALARRIVAL","DATETIMEACTUALDEPARTURE","WAGON","WAGTYPE","WPOS","ADDRESS_BARGEOPER","COPINOCODELOAD","COPINOCODEDISCHARGE","LOADINGORDISCHARGE","MAXTEU","TARE","LEN","SIZEFT","NRAXES","WAGONMODEL","PAYLOAD"
119677712,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563066-2",SGNSS60,3,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677713,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33534557756-3",SGNSS60,4,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677714,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563084-5",SGNSS60,5,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677715,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563129-8",SGNSS60,6,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677716,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33884962366-9",SGGMRSS90,7,$SHUTRO,,MS/10431,L,4.5,27200,29.59,90,6,TOUAX,170800
119677717,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33884961140-9",SGGMRSS90,8,$SHUTRO,,MS/10431,L,4.5,27200,29.59,90,6,TOUAX,107800
119677718,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804565931-5",SGNSS60,9,$SHUTRO,,MS/10431,L,3,19000,19.74,60,4,ERMEWA,71000
119677719,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33884961353-8",SGGMRSS90,10,$SHUTRO,,MS/10431,L,4.5,27160,29.59,90,6,TOUAX,107800
119677720,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563047-2",SGNSS60,11,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677721,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"31804563104-7",SGNSS60,12,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677722,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563157-9",SGNSS60,13,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677723,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"31804563165-8",SGNSS60,14,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677724,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804565963-8",SGNSS60,15,$SHUTRO,,MS/10431,L,3,19000,19.74,60,4,ERMEWA,71000
119677725,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33884961196-1",SGGMRSS90,16,$SHUTRO,,MS/10431,L,4.5,27200,29.59,90,6,TOUAX,107800
119677726,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33874908706-4",SFFGGMRRSS,17,$SHUTRO,,MS/10431,L,6,35560,37.36,106,8,TOUAX,108000
119677727,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563059-7",SGNSS60,18,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
119677728,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804563218-9",SGNSS,19,$SHUTRO,,MS/10431,L,3,,,,,,
119677729,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33884961379-3",SGGMRS,20,$SHUTRO,,MS/10431,L,4.5,,,,,,
119677730,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33884961336-3",SGGMRSS90,21,$SHUTRO,,MS/10431,L,4.5,27200,29.59,90,6,TOUAX,107800
119678904,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884910118-7",SGNS,1,$SHUTRO,RD/10521,,L,3,19400,19.78,60,4,,70200
119678905,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554474-5",SGNS,2,$SHUTRO,RD/10521,,L,3,19900,19.74,60,4,,69800
119678906,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554552-8",SGNS,3,$SHUTRO,RD/10521,,L,3,19550,19.74,60,4,,70200
119678907,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554595-7",SGNS,4,$SHUTRO,RD/10521,,L,3,19800,19.74,60,4,,70000
119678908,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554034-7",SGNS,5,$SHUTRO,RD/10521,,L,3,20160,19.74,60,4,,69800
119678909,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554572-6",SGNS,6,$SHUTRO,RD/10521,,L,3,19550,19.74,60,4,,70200
119678910,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554516-3",SGNS,7,$SHUTRO,RD/10521,,L,3,19600,19.74,60,4,,70200
119678911,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554791-2",SGNS,8,$SHUTRO,RD/10521,,L,3,19750,19.74,60,4,,70000
119678912,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554325-9",SGNS,9,$SHUTRO,RD/10521,,L,3,20160,19.74,60,4,,69800
119678913,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554766-4",SGNS,10,$SHUTRO,RD/10521,,L,3,19150,19.74,60,4,,70200
119678914,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554418-2",SGNS,11,$SHUTRO,RD/10521,,L,3,19400,19.74,60,4,,69800
119678915,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554226-9",SGNS,12,$SHUTRO,RD/10521,,L,3,20100,19.74,60,4,,69800
119678916,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554677-3",SGNS,13,$SHUTRO,RD/10521,,L,3,19600,19.74,60,4,,70200
119678917,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554112-1",SGNS,14,$SHUTRO,RD/10521,,L,3,19250,19.74,60,4,,69800
119678918,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884561067-8",SGNS,15,$SHUTRO,RD/10521,,L,3,22300,23.13,60,4,,67100
119678919,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554175-8",SGNS,16,$SHUTRO,RD/10521,,L,3,20140,19.74,60,4,,69800
119678920,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554770-6",SGNS,17,$SHUTRO,RD/10521,,L,3,18900,19.74,60,4,,70200
119678921,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554350-7",SGNS,18,$SHUTRO,RD/10521,,L,3,20180,19.74,60,4,,69800
119678922,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554336-6",SGNS,19,$SHUTRO,RD/10521,,L,3,19600,19.74,60,4,,69800
119678923,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554601-3",SGNS,20,$SHUTRO,RD/10521,,L,3,19750,19.74,60,4,,70000
119678924,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554790-4",SGNS,21,$SHUTRO,RD/10521,,L,3,19750,19.74,60,4,,70000
119678925,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554559-3",SGNS,22,$SHUTRO,RD/10521,,L,3,19700,19.74,60,4,,70200
119678926,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884910109-6",SGNS,23,$SHUTRO,RD/10521,,L,3,19450,19.78,60,4,,70200
119678927,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554182-4",SGNS,24,$SHUTRO,RD/10521,,L,3,19950,19.74,60,4,,69800
119678928,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884561034-8",SGNS,25,$SHUTRO,RD/10521,,L,3,22650,23.13,60,4,,67100
119678929,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554240-0",SGNS,26,$SHUTRO,RD/10521,,L,3,19700,19.74,60,4,,69800
119678930,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554110-5",SGNS,27,$SHUTRO,RD/10521,,L,3,19500,19.74,60,4,,69800
119678931,CTTROT20210202DOURGES,2021-02-02 12:14:00,2021-02-02 18:25:00,"33884554211-1",SGNS,28,$SHUTRO,RD/10521,,L,3,19650,19.74,60,4,,69800
119688453,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33884552999-3",SGMS,1,$CONTBA,ALLEEN LADEN,,L,5,,,,,,
119688454,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33884552994-4",SGNSS,2,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119688455,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33884552955-5",SGNS,3,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119688456,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33884552995-1",SGJS,4,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119688457,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980610-2",SGGRS,5,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119688458,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980608-6",SGGNS,6,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688459,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980609-4",SGGNS,7,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688460,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980605-2",SGGNS,8,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688461,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980604-5",SGGNS,9,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688462,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980603-7",SGGNS,10,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688463,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980611-0",SGGNS,11,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688464,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980602-9",SGGNS,12,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688465,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980600-3",SGGNS,13,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688466,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980606-0",SGGNS,14,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688467,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980607-8",SGGNS,15,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688468,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804980601-1",SGGNS,16,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688469,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37844960709-2",SGGRSS,17,$CONTBA,ALLEEN LADEN,,L,4,28000,26.7,80,6,,92000
119688470,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37844960727-4",SGGRSS,18,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119688471,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33854552156-3",SGNS,19,$CONTBA,ALLEEN LADEN,,L,3,20000,20,60,4,,72000
119688472,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33524960059-4",SGGRSS,20,$CONTBA,ALLEEN LADEN,,L,4,26500,26.39,80,6,,
119688473,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"37804961406-8",SGGMRS,21,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688474,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33884975098-3",SGGMRSS,22,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119688475,CTTROT20210203BASEL,2021-02-03 06:00:00,2021-02-03 09:12:00,"33884961346-2",SGGRSS,23,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119737599,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"33854552197-7",PCC-SGNS,1,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119737600,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"33524960072-7",SGGMRS,2,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119737601,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"33854552178-7",PCC-RGS,3,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119737602,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960724-1",SGGRSS,4,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737603,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960722-5",SGGRSS,5,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737604,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960716-7",SGGRSS,6,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737605,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960717-5",SGGRSS,7,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737606,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960720-9",SGGRSS,8,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737607,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960718-3",SGGRSS,9,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737608,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960713-4",SGGRSS,10,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737609,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960715-9",SGGRSS,11,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737610,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960721-7",SGGRSS,12,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737611,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960712-6",SGGRSS,13,$CONTBA,,ALLEEN LOSSEN,L,4,28000,26.7,80,6,,92000
119737612,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960714-2",SGGRSS,14,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737613,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960719-1",SGGRSS,15,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737614,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960729-0",SGGRSS,16,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737615,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37844960726-6",SGGRSS,17,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737616,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37804960550-4",SGGRS,18,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737617,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37804960524-9",SGGRSS,19,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119737618,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"37804961409-2",SGGMRS,20,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119737619,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"33884552903-5",SGNS,21,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119737620,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"33884552952-2",SGNSS,22,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119737621,CTTROT20210203BASEL-B,2021-02-03 10:23:00,2021-02-03 12:55:00,"33884552949-8",SGNSS,23,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119740873,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"31804563138-5",SGNSS60,1,$SHUTRO,,MS/10511,L,3,19200,19.64,60,4,TOUAX,70800
119740874,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33884962425-3",SGGMRSS90,2,$SHUTRO,,MS/10511,L,4.5,27200,29.59,90,6,TOUAX,107800
119740875,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565932-3",SGNSS60,3,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740876,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33884961146-6",SGGMRSS90,4,$SHUTRO,,MS/10511,L,4.5,27200,29.59,90,6,TOUAX,107800
119740877,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565991-9",SGNSS60,5,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740879,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804563162-9",SGNSS60,6,$SHUTRO,,MS/10511,L,3,19200,19.64,60,4,TOUAX,70800
119740880,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33884962405-5",SGGMRSS90,7,$SHUTRO,,MS/10511,L,4.5,27200,29.59,90,6,TOUAX,107800
119740882,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804563071-2",SGNSS60,8,$SHUTRO,,MS/10511,L,3,19200,19.64,60,4,TOUAX,70800
119740883,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33884961083-1",SGGMRS104S90,9,$SHUTRO,,MS/10511,L,4.5,,,,,,
119740884,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565949-7",SGNSS60,10,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740885,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804563183-5",SGNSS60,11,$SHUTRO,,MS/10511,L,3,19200,19.64,60,4,TOUAX,70800
119740886,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565976-0",SGNSS60,12,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740887,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33534557928-8",SGNS,13,$SHUTRO,,MS/10511,L,3,,,,,,
119740888,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33534557208-5",SGNS,14,$SHUTRO,,MS/10511,L,3,,,,,,
119740889,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565958-8",SGNSS60,15,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740890,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565923-2",SGNSS60,16,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740891,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804563120-7",SGNSS60,17,$SHUTRO,,MS/10511,L,3,19200,19.64,60,4,TOUAX,70800
119740892,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804563156-1",SGNSS60,18,$SHUTRO,,MS/10511,L,3,19200,19.64,60,4,TOUAX,70800
119740894,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"37804565922-4",SGNSS60,19,$SHUTRO,,MS/10511,L,3,19000,19.74,60,4,ERMEWA,71000
119740896,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33884961177-1",SGGMRS104S90,20,$SHUTRO,,MS/10511,L,4.5,,,,,,
119740897,CTTROT20210203MORTARA,2021-02-03 08:32:00,2021-02-03 10:57:00,"33874908316-2",SFFGGMRRSS,21,$SHUTRO,,MS/10511,L,6,36000,37.34,106,8,TOUAX,108000
119749117,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"31804563138-5",SGNSS60,1,$SHUTRO,SM/10531,,L,3,19200,19.64,60,4,TOUAX,70800
119749118,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33884962425-3",SGGMRSS90,2,$SHUTRO,SM/10531,,L,4.5,27200,29.59,90,6,TOUAX,107800
119749119,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565932-3",SGNSS60,3,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749120,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33884961146-6",SGGMRSS90,4,$SHUTRO,SM/10531,,L,4.5,27200,29.59,90,6,TOUAX,107800
119749121,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565991-9",SGNSS60,5,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749122,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804563162-9",SGNSS60,6,$SHUTRO,SM/10531,,L,3,19200,19.64,60,4,TOUAX,70800
119749123,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33884962405-5",SGGMRSS90,7,$SHUTRO,SM/10531,,L,4.5,27200,29.59,90,6,TOUAX,107800
119749124,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804563071-2",SGNSS60,8,$SHUTRO,SM/10531,,L,3,19200,19.64,60,4,TOUAX,70800
119749125,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33884961083-1",SGGMRS104S90,9,$SHUTRO,SM/10531,,L,4.5,,,,,,
119749126,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565949-7",SGNSS60,10,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749127,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804563183-5",SGNSS60,11,$SHUTRO,SM/10531,,L,3,19200,19.64,60,4,TOUAX,70800
119749128,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565976-0",SGNSS60,12,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749129,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33534557928-8",SGNS,13,$SHUTRO,SM/10531,,L,3,,,,,,
119749130,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33534557208-5",SGNS,14,$SHUTRO,SM/10531,,L,3,,,,,,
119749131,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565958-8",SGNSS60,15,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749132,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565923-2",SGNSS60,16,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749133,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804563120-7",SGNSS60,17,$SHUTRO,SM/10531,,L,3,19200,19.64,60,4,TOUAX,70800
119749134,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804563156-1",SGNSS60,18,$SHUTRO,SM/10531,,L,3,19200,19.64,60,4,TOUAX,70800
119749135,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"37804565922-4",SGNSS60,19,$SHUTRO,SM/10531,,L,3,19000,19.74,60,4,ERMEWA,71000
119749136,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33884961177-1",SGGMRS104S90,20,$SHUTRO,SM/10531,,L,4.5,,,,,,
119749137,CTTROT20210203MORTARA-B,2021-02-03 15:57:00,2021-02-03 22:03:00,"33874908316-2",SFFGGMRRSS,21,$SHUTRO,SM/10531,,L,6,36000,37.34,106,8,TOUAX,108000
119753004,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884961427-0",SGGNS,1,$PCCGDY,R-FK 512,KF-R 511,L,4.5,,,,,,
119753005,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33684556900-1",Sgns60,2,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s 88,70000
119753006,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884961419-7",Sggmrss,3,$PCCGDY,R-FK 512,KF-R 511,L,4.5,27300,29.59,90,6,Touax,108000
119753007,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884961308-2",SGGNS,4,$PCCGDY,R-FK 512,KF-R 511,L,4.5,,,,,,
119753008,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"31804557030-2",Sgns60,5,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s 11,72000
119753009,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33854557601-3",SGNSS,6,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s 88,70000
119753010,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884962393-3",Sggmrss,7,$PCCGDY,R-FK 512,KF-R 511,L,4.5,27300,29.59,90,6,Touax,108000
119753011,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"37804557352-4",SGNS,8,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s 15,60000
119753012,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884962313-1",SGGNS,9,$PCCGDY,R-FK 512,KF-R 511,L,4.5,,,,,,
